,World Rank,University Name,City,Country,Overall Score,Academic Reputation,Employer Reputation,Citations per Faculty,Faculty Students Ratio,International Students Ratio,International Faculty Ratio,International Research Network,Employment Outcomes,Total students count,UG student % (Domestic),PG student % (Domestic),International students count,UG student % (International),PG student % (International),Total faculty staff count,Domestic staff %,International staff %
492,490,Chiba University,Chiba City,Japan,24.5,16.0,6.7,11.1,71.8,6.1,8.2,39.3,3.6,13484,76.0,24.0,771,22.0,78.0,1783,94.0,6.0
493,490,Justus-Liebig-University Giessen,Giessen,Germany,24.5,12.3,8.1,85.5,1.8,13.9,10.3,90.6,8.1,24945,36.0,64.0,2467,43.0,57.0,634,93.0,7.0
494,494,The Catholic University of Korea,Gyeonggi,South Korea,24.4,4.7,2.5,9.8,98.5,6.6,2.3,13.9,4.3,8968,82.0,18.0,542,63.0,37.0,1719,99.0,1.0
495,494,Universidad ORT Uruguay,Montevideo,Uruguay,24.4,11.7,16.3,1.2,83.2,1.9,20.5,2.2,70.0,4285,83.0,17.0,66,53.0,47.0,614,89.0,11.0
496,494,University of Granada,Granada,Spain,24.4,42.1,7.8,21.7,6.4,17.4,3.7,95.6,4.1,49856,86.0,14.0,5611,73.0,27.0,2631,97.0,3.0
497,497,Brandeis University,Waltham,United States,24.3,9.6,3.8,22.3,55.7,68.5,19.4,20.3,55.1,5040,69.0,31.0,1225,57.0,43.0,600,89.0,11.0
498,497,Jilin University,Changchun,China,24.3,13.5,44.5,25.8,42.0,2.4,13.7,55.5,20.2,68551,61.0,39.0,1570,64.0,36.0,7078,92.0,8.0
499,499,Central South University,Changsha Shi,China,24.2,7.3,2.0,96.3,5.5,3.9,8.2,51.0,11.9,56344,60.0,40.0,2202,36.0,64.0,2784,94.0,6.0
500,499,"University of Rome ""Tor Vergata""",Rome,Italy,24.2,31.6,12.6,34.3,6.8,29.4,9.4,75.2,14.6,21522,67.0,33.0,3241,47.0,53.0,1496,94.0,6.0
501,501-510,Western Sydney University,Milperra,Australia,0.0,16.5,18.1,33.9,4.7,56.3,100.0,84.6,100.0,33026,84.0,16.0,7217,62.0,38.0,1409,43.0,57.0
502,501-510,Bar-Ilan University,Ramat Gan,Israel,0.0,8.4,6.5,77.9,8.2,3.2,49.4,58.8,20.3,16809,49.0,51.0,547,71.0,29.0,987,80.0,20.0
503,501-510,Colorado School of Mines,Golden,United States,0.0,6.9,9.2,67.7,24.9,11.5,22.3,40.7,24.5,6303,80.0,20.0,556,39.0,61.0,538,88.0,12.0
504,501-510,Kyungpook National University,Daegu,South Korea,0.0,14.2,19.2,14.7,60.8,16.5,8.1,54.9,14.1,18992,81.0,19.0,2079,76.0,24.0,2588,94.0,6.0
505,501-510,Middle East Technical University,Ankara,Turkey,0.0,26.8,52.7,25.0,8.5,14.7,10.7,58.5,30.1,16562,75.0,25.0,1692,66.0,34.0,1072,93.0,7.0
506,501-510,Missouri University of Science and Technology,Rolla,United States,0.0,3.2,4.3,79.9,7.2,8.2,86.9,35.2,4.2,6509,83.0,17.0,461,25.0,75.0,358,64.0,36.0
507,501-510,Swarthmore College,Philadelphia,United States,0.0,3.5,1.5,19.3,91.8,0.0,2.3,10.3,99.1,1435,,,216,,,233,99.0,1.0
508,501-510,University of Aveiro,Aveiro,Portugal,0.0,13.1,6.3,68.9,18.4,8.1,4.8,92.4,8.0,13852,60.0,40.0,1515,36.0,64.0,861,97.0,3.0
509,501-510,University of St.Gallen (HSG),St. Gallen,Switzerland,0.0,8.8,38.6,29.3,6.7,85.2,100.0,8.0,98.5,8913,55.0,45.0,2752,47.0,53.0,490,44.0,56.0
510,501-510,University of Stirling,Stirling,United Kingdom,0.0,10.8,12.1,41.2,13.5,77.8,70.0,59.5,70.0,10788,79.0,21.0,3000,65.0,35.0,705,73.0,27.0
511,501-510,University of Tehran,Tehran,Iran,0.0,22.6,27.5,55.8,4.2,2.0,2.0,80.2,28.5,45295,35.0,65.0,749,20.0,80.0,2137,99.0,1.0
512,501-510,Université de Montpellier,Montpellier,France,0.0,19.8,5.9,55.1,9.4,28.6,23.6,99.1,5.4,41320,57.0,43.0,6132,49.0,51.0,2509,88.0,12.0
513,501-510,Yokohama City University,Yokohama City,Japan,0.0,3.5,2.7,10.3,99.2,2.7,4.1,14.9,5.6,5139,83.0,17.0,134,39.0,61.0,903,97.0,3.0
514,511-520,Abai Kazakh National Pedagogical University,Almaty,Kazakhstan,0.0,19.4,17.1,1.1,60.1,3.2,37.7,3.2,37.7,16670,90.0,10.0,524,89.0,11.0,2006,83.0,17.0
515,511-520,Florida State University,Tallahassee,United States,0.0,26.7,37.1,33.1,8.2,4.2,15.0,72.8,22.3,38241,79.0,21.0,1584,28.0,72.0,2211,91.0,9.0
516,511-520,"Goldsmiths, University of London",London,United Kingdom,0.0,16.2,7.5,17.4,18.3,96.6,87.3,30.6,20.1,8780,68.0,32.0,3348,56.0,44.0,674,66.0,34.0
517,511-520,Universidad de Alcalá,Alcalá de Henares,Spain,0.0,9.2,5.2,5.0,70.0,70.8,21.8,63.1,21.8,17446,80.0,20.0,4480,79.0,21.0,2274,88.0,12.0
518,511-520,Universidad de Costa Rica,San Jose,Costa Rica,0.0,31.2,44.7,1.8,32.6,0.0,0.0,33.5,51.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
519,511-520,University of Bayreuth,Bayreuth,Germany,0.0,9.9,16.8,28.9,42.8,23.9,51.5,75.4,27.7,7729,56.0,44.0,1040,38.0,62.0,910,79.0,21.0
520,511-520,University of Canberra,Bruce,Australia,0.0,12.9,8.8,43.6,3.1,70.1,94.4,55.5,7.4,10871,80.0,20.0,2480,51.0,49.0,410,72.0,28.0
521,511-520,"University of Missouri, Columbia",Columbia,United States,0.0,15.4,15.2,20.1,43.5,4.0,59.2,71.4,39.4,25301,85.0,15.0,1017,28.0,72.0,2649,77.0,23.0
522,511-520,Università Cattolica del Sacro Cuore,Milan,Italy,0.0,22.4,31.6,6.7,47.6,8.0,5.9,62.6,20.1,25771,72.0,28.0,1793,72.0,28.0,3930,96.0,4.0
523,521-530,Altai State University,Barnaul,Russia,0.0,7.7,5.1,1.4,81.3,58.7,7.5,12.4,4.6,9188,80.0,20.0,2533,70.0,30.0,1322,95.0,5.0
524,521-530,Beijing University of Chemical Technology,Beijing,China,0.0,4.6,1.5,86.9,20.2,0.0,0.0,29.7,4.7,34327,74.0,26.0,336,56.3,43.8,0,,18.0
525,521-530,Christian-Albrechts-University zu Kiel,Kiel,Germany,0.0,18.8,10.3,22.8,49.4,10.3,0.0,94.3,7.2,26205,,,2161,,,2889,,
526,521-530,Poznan University of Life Sciences,Poznań,Poland,0.0,5.4,3.0,3.5,99.6,1.6,0.0,40.6,6.6,7157,,,83,,,1500,,
527,521-530,The New School,New York,United States,0.0,15.6,7.4,2.6,53.8,94.9,3.9,10.9,15.3,10399,72.0,28.0,3768,66.0,34.0,1364,97.0,3.0
528,521-530,University of Bordeaux,Talence,France,0.0,30.8,5.5,20.2,19.6,21.4,27.3,95.2,8.7,54356,59.0,41.0,6888,43.0,57.0,3142,86.0,14.0
529,521-530,University of Delhi,New Delhi,India,0.0,34.2,31.9,27.2,4.5,1.9,1.5,70.8,92.0,27471,34.0,66.0,407,19.0,81.0,1129,99.0,1.0
530,521-530,University of Texas Dallas,Richardson,United States,0.0,14.2,17.0,64.1,4.0,35.9,14.6,70.2,4.8,27265,74.0,26.0,4582,18.0,82.0,1109,91.0,9.0
531,521-530,Université de Liège,Liège,Belgium,0.0,18.0,25.0,27.1,15.9,49.5,47.9,85.9,15.2,23060,49.0,51.0,4654,30.0,70.0,1685,80.0,20.0
532,521-530,Warsaw University of Technology,Warsaw,Poland,0.0,22.2,58.5,4.8,35.1,11.5,2.0,63.5,17.2,20623,75.0,25.0,1819,61.0,39.0,2379,99.0,1.0
533,531-540,Hitotsubashi University,Kunitachi City,Japan,0.0,13.9,84.3,2.4,30.7,21.9,21.2,6.4,64.5,5995,71.0,29.0,767,26.0,74.0,553,88.0,12.0
534,531-540,Inha University,Incheon,South Korea,0.0,8.7,13.7,12.0,73.4,15.4,8.4,29.4,17.9,14982,86.0,14.0,1572,75.0,25.0,2013,94.0,6.0
535,531-540,Iran University of Science and Technology,Tehran,Iran,0.0,6.7,15.2,89.7,2.7,1.5,0.0,48.7,25.4,15299,29.0,71.0,163,20.0,80.0,532,,
536,531-540,Sabanci University,Istanbul,Turkey,0.0,16.2,27.4,18.1,37.0,17.0,40.5,24.3,46.9,3966,84.0,16.0,441,60.0,40.0,390,82.0,18.0
537,531-540,Saint Joseph University of Beirut (USJ),Beirut,Lebanon,0.0,9.1,27.1,2.8,52.3,19.2,88.8,19.5,8.4,7714,67.0,33.0,920,54.0,46.0,886,65.0,35.0
538,531-540,"Universidad Central ""Marta Abreu"" de Las Villas",Santa Clara,Cuba,0.0,6.0,1.4,1.2,100.0,1.5,1.1,13.2,46.8,6950,93.0,7.0,61,67.0,33.0,1676,100.0,0.0
539,531-540,University of Balamand,Beirut,Lebanon,0.0,4.5,11.1,1.9,88.3,22.8,15.8,16.3,11.2,3876,67.0,33.0,508,66.0,34.0,601,91.0,9.0
540,531-540,University of Limerick,Limerick,Ireland,0.0,17.1,34.5,22.3,12.8,23.8,87.9,67.9,87.9,14589,81.0,19.0,1955,46.0,54.0,989,66.0,34.0
541,541-550,Canadian University Dubai,United Arab Emirates,United Arab Emirates,0.0,10.4,19.8,2.0,29.1,100.0,100.0,6.0,100.0,1051,85.0,15.0,767,96.0,4.0,102,3.0,97.0
542,541-550,China University of Petroleum，Beijing,Beijing,China,0.0,3.5,1.3,95.7,7.8,5.2,0.0,18.7,21.1,15445,52.8,47.2,772,,,0,,12.0
543,541-550,East China Normal University,Shanghai,China,0.0,13.4,3.4,44.3,23.9,22.3,37.9,68.0,12.0,28546,52.0,48.0,3697,68.0,32.0,2336,89.0,11.0
544,541-550,Savitribai Phule Pune University,Pune,India,0.0,7.0,5.4,29.6,64.6,3.1,1.1,31.1,39.7,4427,,,135,,,686,100.0,0.0
545,541-550,Southern Federal University,Rostov-on-Don,Russia,0.0,7.3,4.1,1.8,84.7,30.8,3.9,39.6,3.2,17451,64.0,36.0,2697,74.0,26.0,2682,97.0,3.0
546,541-550,Universidad Nacional de La Plata (UNLP),La Plata,Argentina,0.0,36.3,19.7,2.2,21.6,19.6,4.0,40.5,4.8,57931,87.0,13.0,6976,42.0,58.0,5543,97.0,3.0
547,541-550,Universidad Panamericana (UP),Mexico City,Mexico,0.0,7.6,29.3,1.2,78.2,1.4,12.2,10.8,12.2,13534,81.0,19.0,115,91.0,9.0,1984,92.0,8.0
548,541-550,University of Madras,Chennai,India,0.0,8.0,3.6,94.2,0.0,0.0,0.0,35.6,0.0,3582,0.0,100.0,30,0.0,100.0,245,,
549,541-550,Universität Konstanz,Konstanz,Germany,0.0,21.7,3.6,16.2,29.9,16.2,69.8,62.6,21.4,11419,53.0,47.0,1237,31.0,69.0,1039,74.0,26.0
550,541-550,Universität Mannheim,Mannheim,Germany,0.0,15.7,40.3,44.5,2.3,22.8,30.8,29.1,44.5,9839,71.0,29.0,1917,50.0,50.0,307,85.0,15.0
551,541-550,V. N. Karazin Kharkiv National University,Kharkiv,Ukraine,0.0,12.0,14.6,1.5,62.6,68.4,1.3,26.1,11.5,17184,63.0,37.0,4293,15.0,85.0,2110,100.0,0.0
552,551-560,Anna University,Chennai,India,0.0,6.8,11.3,85.2,5.6,1.8,0.0,72.5,26.7,13053,75.0,25.0,188,91.0,9.0,707,,
553,551-560,Cairo University,Giza,Egypt,0.0,41.6,27.2,2.6,9.4,5.5,2.4,86.8,36.6,199958,95.0,5.0,10572,79.0,21.0,12161,99.0,1.0
554,551-560,Concordia University,Montreal,Canada,0.0,14.3,23.2,24.3,3.1,91.6,80.8,74.9,33.5,36177,78.0,22.0,12212,55.0,45.0,1371,69.0,31.0
555,551-560,Jeonbuk National University,Jeonju,South Korea,0.0,14.4,10.3,10.8,62.4,8.3,8.7,40.6,6.2,19365,85.0,15.0,1385,50.0,50.0,2427,94.0,6.0
556,551-560,Masaryk University,Brno,Czechia,0.0,23.7,25.8,14.9,11.5,66.9,31.3,85.0,23.5,29768,47.0,53.0,7316,40.0,60.0,1945,85.0,15.0
557,551-560,National Research Saratov State University,Saratov,Russia,0.0,4.0,1.8,1.9,94.2,16.5,3.6,18.9,5.3,9336,77.0,23.0,1306,89.0,11.0,1718,97.0,3.0
558,551-560,Northwestern Polytechnical University,Xi'an,China,0.0,4.7,1.8,45.1,50.1,4.4,13.1,54.6,13.1,32862,52.0,48.0,1423,56.0,44.0,3644,92.0,8.0
559,551-560,Sejong University,Seoul,South Korea,0.0,11.8,16.7,48.2,17.3,26.1,26.5,57.7,3.9,12250,86.0,14.0,1728,51.0,49.0,922,87.0,13.0
560,551-560,Universidad de Zaragoza,Zaragoza,Spain,0.0,21.8,4.2,7.8,53.9,8.1,4.4,86.9,10.1,28507,86.0,14.0,1993,72.0,28.0,3508,97.0,3.0
561,551-560,University of Eastern Finland,Kuopio,Finland,0.0,15.1,12.6,25.2,40.0,6.0,27.9,81.7,6.3,11913,52.0,48.0,669,4.0,96.0,1207,86.0,14.0
562,551-560,University of Szeged,Szeged,Hungary,0.0,17.7,11.1,4.7,48.7,53.0,12.9,76.5,15.0,18717,56.0,44.0,3941,38.0,62.0,2080,92.0,8.0
563,561-570,Almaty Technological University,Provo,Kazakhstan,0.0,4.6,3.4,1.0,90.5,6.1,21.0,4.7,19.4,7022,95.0,5.0,400,93.0,7.0,1120,89.0,11.0
564,561-570,Applied Science University - Bahrain,Al-Ekir,Bahrain,0.0,14.2,20.3,1.5,34.4,40.4,100.0,4.3,100.0,1860,88.0,12.0,334,87.0,13.0,178,21.0,79.0
565,561-570,Aston University,Birmingham,United Kingdom,0.0,12.0,19.6,26.2,12.7,48.6,96.0,70.7,23.8,13877,85.0,15.0,3275,67.0,33.0,957,60.0,40.0
566,561-570,Bilkent University,Ankara,Turkey,0.0,20.2,34.1,16.5,16.2,8.9,64.2,31.7,37.3,9650,86.0,14.0,721,69.0,31.0,710,75.0,25.0
567,561-570,Boston College,Chestnut Hill,United States,0.0,21.1,20.4,24.1,23.5,21.5,13.3,40.0,69.9,14945,72.0,28.0,1735,54.0,46.0,1078,92.0,8.0
568,561-570,Dalian University of Technology,Dalian,China,0.0,8.2,2.3,71.9,15.7,2.8,12.5,61.1,13.2,37163,54.0,46.0,1028,45.0,55.0,2823,92.0,8.0
569,561-570,Murdoch University,Murdoch,Australia,0.0,6.7,7.5,44.6,5.8,77.1,86.4,74.5,86.4,11098,83.0,17.0,3106,42.0,58.0,564,67.0,33.0
570,561-570,Niigata University,Niigata City,Japan,0.0,4.3,2.8,5.1,91.1,3.7,4.8,26.4,5.6,12248,83.0,17.0,457,27.0,73.0,1970,97.0,3.0
571,561-570,Singapore Management University,Singapore,Singapore,0.0,11.2,16.9,24.2,13.5,60.7,100.0,14.3,84.8,8745,83.0,17.0,2008,45.0,55.0,605,43.0,57.0
572,561-570,"Sofia University ""St. Kliment Ohridski""",Sofia,Bulgaria,0.0,14.4,21.0,2.0,64.3,9.9,3.1,36.8,54.0,19562,64.0,36.0,1564,46.0,54.0,2488,98.0,2.0
573,561-570,Universidad de Sevilla,Seville,Spain,0.0,37.4,8.9,9.1,16.8,11.0,3.9,93.1,4.2,50041,85.0,15.0,4091,56.0,44.0,3732,97.0,3.0
574,561-570,University of Electronic Science and Technology of China,Chengdu,China,0.0,3.7,2.3,89.0,9.4,2.9,3.7,53.6,7.9,33428,59.0,41.0,960,36.0,64.0,2032,97.0,3.0
575,561-570,University of Ulsan,Ulsan,South Korea,0.0,5.3,2.6,27.2,67.4,4.5,3.1,33.5,3.9,12415,90.0,10.0,553,52.0,48.0,1584,98.0,2.0
576,561-570,Università degli Studi di Pavia,Pavia,Italy,0.0,20.5,5.6,52.5,7.1,13.0,7.4,86.5,19.8,19171,53.0,47.0,1819,37.0,63.0,1123,95.0,5.0
577,571-580,Hallym University,Chuncheon,South Korea,0.0,2.1,1.5,6.8,93.8,3.4,4.7,17.0,4.6,7759,94.0,6.0,267,81.0,19.0,1336,97.0,3.0
578,571-580,Holy Spirit University of Kaslik,Jounieh,Lebanon,0.0,5.2,8.6,1.8,57.3,37.3,98.7,7.1,9.0,5182,77.0,23.0,889,75.0,25.0,635,55.0,45.0
579,571-580,Nagasaki University,Nagasaki City,Japan,0.0,6.4,2.3,7.0,83.8,5.1,7.2,57.1,5.9,8809,84.0,16.0,434,35.0,65.0,1300,95.0,5.0
580,571-580,Universitat de Valencia,València,Spain,0.0,32.0,7.1,22.7,12.0,17.8,2.5,93.4,15.3,48010,78.0,22.0,5558,61.0,39.0,3180,98.0,2.0
581,571-580,Université de Fribourg,Fribourg,Switzerland,0.0,10.4,5.3,41.5,5.7,47.5,100.0,52.3,29.5,10944,53.0,47.0,2200,34.0,66.0,589,50.0,50.0
582,571-580,Université du Québec,Québec,Canada,0.0,19.5,19.5,43.8,1.7,14.5,38.1,90.2,3.9,73206,76.0,24.0,6970,56.0,44.0,1769,82.0,18.0
583,581-590,Indian Institute of Technology Hyderabad,Sangareddy,India,0.0,3.5,2.3,76.8,20.1,1.5,1.3,20.4,19.5,3178,43.0,57.0,28,54.0,46.0,252,100.0,0.0
584,581-590,Macau University of Science and Technology,Macau,Macau,0.0,3.4,3.5,43.3,4.7,100.0,100.0,21.4,80.4,10550,70.0,30.0,8869,68.0,32.0,486,20.0,80.0
585,581-590,National Central University,Taoyuan City,Taiwan,0.0,20.1,25.4,20.6,27.2,10.2,15.3,37.9,16.0,11173,54.0,46.0,913,33.0,67.0,984,91.0,9.0
586,581-590,Shenzhen University,Shenzhen,China,0.0,7.1,2.2,17.8,70.4,1.4,10.7,65.1,24.9,39927,72.0,28.0,330,53.0,47.0,5223,93.0,7.0
587,581-590,University of Delaware,Newark,United States,0.0,10.4,9.6,58.8,8.5,16.0,37.2,61.2,28.8,21747,83.0,17.0,2337,49.0,51.0,1272,83.0,17.0
588,581-590,University of Massachusetts Boston,Boston,United States,0.0,12.8,8.6,61.0,11.0,12.3,4.6,71.2,3.1,12751,84.0,16.0,1173,72.0,28.0,820,97.0,3.0
589,581-590,Universität Regensburg,Regensburg,Germany,0.0,11.1,5.3,7.8,70.8,10.5,0.0,69.1,9.3,20539,,,1705,,,3252,,
590,581-590,Université Paul Sabatier Toulouse III,Toulouse,France,0.0,18.9,3.5,15.9,43.1,25.5,6.1,91.2,4.3,31388,60.0,40.0,4049,59.0,41.0,3029,96.0,4.0
591,591-600,China Agricultural University,Beijing,China,0.0,8.5,1.6,63.9,21.7,1.7,3.8,49.2,3.4,20514,58.0,42.0,245,10.0,90.0,1669,97.0,3.0
592,591-600,Hunan University,Changsha,China,0.0,7.0,7.4,72.2,12.7,2.1,5.5,38.6,19.3,38180,55.0,45.0,687,22.0,78.0,2972,96.0,4.0
593,591-600,Lehigh University,Bethlehem,United States,0.0,5.6,5.0,40.1,29.8,36.0,50.2,54.1,73.1,6518,79.0,21.0,1098,52.0,48.0,593,74.0,26.0
594,591-600,Politecnico di Bari,Bari,Italy,0.0,5.6,4.3,76.2,11.8,8.8,5.6,34.5,12.5,10229,98.0,2.0,78,7.0,93.0,251,96.0,4.0
595,591-600,Sungshin Women's University,Seoul,South Korea,0.0,3.4,6.3,1.2,92.4,4.2,3.4,5.3,4.3,9447,92.0,8.0,394,84.0,16.0,1550,98.0,2.0
596,591-600,University of Crete,Heraklion,Greece,0.0,14.9,13.7,62.4,3.7,4.3,1.8,57.0,12.0,14119,82.0,18.0,597,86.0,14.0,433,99.0,1.0
597,591-600,University of Guelph,Guelph,Canada,0.0,13.5,31.5,41.7,6.0,14.7,46.3,68.6,15.7,20992,88.0,12.0,2144,70.0,30.0,1077,81.0,19.0
598,591-600,University of Jordan,Amman,Jordan,0.0,26.9,38.6,2.9,17.0,28.7,18.3,57.8,18.3,35256,93.0,7.0,5237,85.0,15.0,2798,90.0,10.0
599,591-600,University of Minho,Braga,Portugal,0.0,16.0,8.7,17.8,39.0,28.1,19.1,82.0,8.3,19843,52.0,48.0,2914,17.0,83.0,1934,89.0,11.0
600,591-600,University of Pretoria,Pretoria,South Africa,0.0,23.4,47.7,21.1,3.4,7.4,31.1,94.6,56.0,36492,81.0,19.0,2392,53.0,47.0,1707,87.0,13.0
601,601-650,Abo Akademi University,Turku,Finland,0.0,8.4,8.4,37.5,28.4,9.3,48.9,65.7,9.1,5620,52.0,48.0,427,10.0,90.0,502,80.0,20.0
602,601-650,Al Ain University,Al Ain,United Arab Emirates,0.0,13.5,11.5,2.8,11.1,100.0,100.0,16.9,32.8,2900,80.0,20.0,1603,72.0,28.0,198,0.0,100.0
603,601-650,Bangor University,Bangor,United Kingdom,0.0,8.6,4.5,29.4,19.5,59.4,54.3,64.5,54.3,8206,78.0,22.0,1858,64.0,36.0,729,78.0,22.0
604,601-650,Carleton University,Ottawa,Canada,0.0,9.6,18.3,45.5,2.8,50.8,36.2,58.2,47.0,26192,,,5371,78.0,22.0,939,84.0,16.0
605,601-650,Chiang Mai University,Chiang Mai,Thailand,0.0,31.9,26.1,3.8,16.0,4.2,4.2,61.1,4.2,34794,84.0,16.0,1453,46.0,54.0,2651,97.0,3.0
606,601-650,East China University of Science and Technology,Shanghai,China,0.0,6.5,2.5,66.0,15.6,2.0,3.3,42.8,5.5,28975,58.0,42.0,509,56.0,44.0,2106,98.0,2.0
607,601-650,Edith Cowan University,Joondalup,Australia,0.0,8.1,9.8,28.8,8.5,91.7,64.4,64.4,7.9,14233,80.0,20.0,4815,49.0,51.0,878,75.0,25.0
608,601-650,Gifu University,Gifu City,Japan,0.0,4.7,2.1,7.2,76.7,3.7,4.7,22.5,3.8,7273,78.0,22.0,267,21.0,79.0,1003,97.0,3.0
609,601-650,Immanuel Kant Baltic Federal University,Kaliningrad,Russia,0.0,6.6,2.2,1.7,71.8,29.4,17.2,29.1,4.0,8134,63.0,37.0,1224,46.0,54.0,1124,90.0,10.0
610,601-650,Ivane Javakhishvili Tbilisi State University,Tbilisi,Georgia,0.0,8.0,3.6,1.2,78.1,3.0,2.7,13.4,60.2,22475,76.0,24.0,663,20.0,80.0,3082,98.0,2.0
611,601-650,Istanbul Technical University,Maslak-Istanbul,Turkey,0.0,21.9,49.1,10.9,15.0,18.9,4.8,66.7,25.0,24087,69.0,31.0,2842,58.0,42.0,1728,97.0,3.0
612,601-650,Jawaharlal Nehru University,New Delhi,India,0.0,28.2,9.6,19.7,16.0,2.0,0.0,37.6,12.6,8840,16.0,84.0,152,18.0,82.0,622,,
613,601-650,Kanazawa University,Kanazawa,Japan,0.0,8.1,3.3,12.6,66.7,7.1,12.5,42.3,4.2,9893,77.0,23.0,634,12.0,88.0,1255,92.0,8.0
614,601-650,"Kingston University, London",Kingston upon Thames,United Kingdom,0.0,16.6,12.1,9.7,7.4,98.7,73.5,60.5,18.6,15893,76.0,24.0,6635,61.0,39.0,884,72.0,28.0
615,601-650,Lahore University of Management Sciences (LUMS),Lahore,Pakistan,0.0,14.9,67.6,5.5,32.1,2.1,9.0,18.8,92.7,4636,86.0,14.0,83,89.0,11.0,477,94.0,6.0
616,601-650,Lebanese American University,Byblos,Lebanon,0.0,9.9,21.7,3.5,32.7,37.1,88.2,12.5,21.2,7898,89.0,11.0,1352,95.0,5.0,830,70.0,30.0
617,601-650,Lebanese University,Beirut,Lebanon,0.0,19.5,47.8,2.0,12.7,34.3,44.9,49.4,12.2,47334,82.0,18.0,7754,57.0,43.0,3206,81.0,19.0
618,601-650,Leibniz University Hannover,Hanover,Germany,0.0,21.2,36.4,10.4,16.7,32.8,31.4,72.2,3.0,22915,63.0,37.0,3665,42.0,58.0,2540,85.0,15.0
619,601-650,"Lingnan University, Hong Kong",Hong Kong,Hong Kong,0.0,7.3,6.2,15.6,18.6,86.4,100.0,21.8,100.0,3565,77.0,23.0,1155,36.0,64.0,272,37.0,63.0
620,601-650,Management and Science University,Shah Alam,Malaysia,0.0,10.7,14.7,1.5,30.6,74.5,68.6,5.4,68.6,7002,84.0,16.0,2734,84.0,16.0,501,73.0,27.0
621,601-650,Nanjing University of Science and Technology,Nanjing,China,0.0,4.4,2.1,75.4,14.3,0.0,0.0,35.9,3.2,0,63.0,37.0,935,89.0,11.0,0,,96.0
622,601-650,National Chengchi University,Taipei City,Taiwan,0.0,18.4,39.2,2.7,24.9,37.7,24.1,9.9,82.8,10811,74.0,26.0,1866,62.0,38.0,877,87.0,13.0
623,601-650,National and Kapodistrian University of Athens,Athens,Greece,0.0,24.9,32.1,27.6,2.2,15.8,8.0,90.6,19.4,64946,65.0,35.0,6911,90.0,10.0,1957,94.0,6.0
624,601-650,Okayama University,Okayama City,Japan,0.0,7.8,3.4,10.0,67.5,6.4,6.7,34.4,8.1,13103,77.0,23.0,772,25.0,75.0,1673,95.0,5.0
625,601-650,Oregon State University,Corvallis,United States,0.0,16.2,7.0,37.2,24.0,13.8,13.9,89.4,16.6,24835,83.0,17.0,2441,55.0,45.0,2092,91.0,9.0
626,601-650,Osaka City University,Osaka City,Japan,0.0,9.4,6.8,7.7,71.1,4.1,5.5,21.4,4.2,8226,80.0,20.0,332,28.0,72.0,1082,96.0,4.0
627,601-650,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,Brazil,0.0,31.6,14.3,12.6,8.1,1.4,21.0,31.2,44.9,9978,85.0,15.0,77,45.0,55.0,530,88.0,12.0
628,601-650,Pusan National University,Busan,South Korea,0.0,20.0,17.7,13.6,32.8,10.2,8.2,41.8,11.3,22670,79.0,21.0,1857,64.0,36.0,2524,94.0,6.0
629,601-650,Renmin (People's) University of China,Beijing,China,0.0,21.7,52.1,7.6,18.8,6.0,7.8,25.9,69.1,27756,43.0,57.0,786,100.0,0.0,2150,95.0,5.0
630,601-650,Samara National Research University (Samara University),Samara,Russia,0.0,4.0,2.3,2.6,83.1,21.9,4.1,18.3,14.8,8505,69.0,31.0,1089,76.0,24.0,1246,97.0,3.0
631,601-650,Saint Louis University,St. Louis,United States,0.0,3.5,3.5,11.3,73.5,6.5,11.0,40.3,13.4,11074,63.0,37.0,666,45.0,55.0,1486,93.0,7.0
632,601-650,Sunway University,Petaling Jaya,Malaysia,0.0,8.4,36.8,5.1,47.4,25.3,37.2,30.1,37.2,4333,96.0,4.0,601,91.0,9.0,574,83.0,17.0
633,601-650,Technische Universität Braunschweig,Braunschweig,Germany,0.0,9.3,16.0,7.6,60.5,28.5,0.0,76.1,9.4,19871,,,2941,,,2398,,
634,601-650,The University of Georgia,Athens,United States,0.0,21.2,27.2,31.5,11.7,4.6,7.5,88.3,22.0,36322,78.0,22.0,1647,21.0,79.0,2387,95.0,5.0
635,601-650,"The University of Tennessee, Knoxville",Knoxville,United States,0.0,10.8,23.9,54.3,13.2,2.5,5.1,75.4,10.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
636,601-650,Ulster University,Coleraine,United Kingdom,0.0,8.2,10.4,12.9,15.2,99.3,99.7,72.2,10.4,22848,75.0,25.0,22848,75.0,25.0,1186,52.0,48.0
637,601-650,Universidad Anáhuac México,Huixquilucan,Mexico,0.0,11.8,33.1,1.1,55.3,3.5,6.5,2.4,36.1,16220,95.0,5.0,560,93.0,8.0,1877,95.0,5.0
638,601-650,Universidad Pontificia Bolivariana,Medellín,Colombia,0.0,9.0,20.8,1.7,64.8,2.1,4.9,11.1,26.8,7030,80.0,20.0,134,74.0,26.0,1116,97.0,3.0
639,601-650,Universidad Pontificia Comillas,Madrid,Spain,0.0,8.5,64.9,2.5,41.1,5.6,19.9,8.8,19.9,9047,85.0,15.0,480,70.0,30.0,926,89.0,11.0
